,ref_ans_id,referenceAnswer,stu_ans_id_new,studentAnswer,accuracy
18,refAns_0,"The water was evaporated, leaving the salt.",stuAns_0_18,We put the water and salt in the Petri dish. The water evaporated and the salt became crystals.,correct
19,refAns_0,"The water was evaporated, leaving the salt.",stuAns_0_19,We poured the salt into a Petri dish and poured the water out.,incorrect
20,refAns_0,"The water was evaporated, leaving the salt.",stuAns_0_20,By the Petri dish.,incorrect
21,refAns_0,"The water was evaporated, leaving the salt.",stuAns_0_21,By putting water in a Petri dish and letting the water evaporate.,correct
22,refAns_0,"The water was evaporated, leaving the salt.",stuAns_0_22,Poured the top of the vial out.,incorrect
23,refAns_0,"The water was evaporated, leaving the salt.",stuAns_0_23,The salt dissolved and the water evaporated and the salt went to the bottom.,correct
24,refAns_0,"The water was evaporated, leaving the salt.",stuAns_0_24,We put it in a evaporation dish and the water evaporated.,correct
25,refAns_0,"The water was evaporated, leaving the salt.",stuAns_0_25,I put it on the evaporating dish.,correct
26,refAns_0,"The water was evaporated, leaving the salt.",stuAns_0_26,By pouring the water into the salt.,incorrect
27,refAns_0,"The water was evaporated, leaving the salt.",stuAns_0_27,We poured the water out of the bottle.,incorrect
28,refAns_0,"The water was evaporated, leaving the salt.",stuAns_0_28,Letting the water evaporate.,correct
29,refAns_0,"The water was evaporated, leaving the salt.",stuAns_0_29,Put it on a dish and then the water gets in the air and the salt stays.,correct
30,refAns_0,"The water was evaporated, leaving the salt.",stuAns_0_30,I do not know.,incorrect
31,refAns_0,"The water was evaporated, leaving the salt.",stuAns_0_31,The salt separated with the water because the salt was heavier but the water was not even heavy.,incorrect
32,refAns_0,"The water was evaporated, leaving the salt.",stuAns_0_32,We put the water in a clear cup and let it sit and the water evaporated and the salt stayed.,correct
33,refAns_0,"The water was evaporated, leaving the salt.",stuAns_0_33,I put some water in a dish and let the water evaporate so the salt would stay.,correct
34,refAns_0,"The water was evaporated, leaving the salt.",stuAns_0_34,Evaporate.,incorrect
35,refAns_0,"The water was evaporated, leaving the salt.",stuAns_0_35,The crystals were salt.,incorrect
36,refAns_1,The crystals were square with Xs on the surface.,stuAns_1_0,We used magnifying glasses and some sort of guide thing that told us what different kinds of salt looks like.,incorrect
37,refAns_1,The crystals were square with Xs on the surface.,stuAns_1_1,You take a look through the magnifying glass.,incorrect
38,refAns_1,The crystals were square with Xs on the surface.,stuAns_1_2,Because of the paper we looked at.,incorrect
39,refAns_1,The crystals were square with Xs on the surface.,stuAns_1_3,We looked at a piece of paper and one of the pictures looked like the crystals.,incorrect
40,refAns_1,The crystals were square with Xs on the surface.,stuAns_1_4,They will not shine.,incorrect
41,refAns_1,The crystals were square with Xs on the surface.,stuAns_1_5,They were square like salt.,correct
42,refAns_1,The crystals were square with Xs on the surface.,stuAns_1_6,We knew the crystals were salt because the crystal identification chart showed us that the different kinds of salt were crystals.,incorrect
43,refAns_1,The crystals were square with Xs on the surface.,stuAns_1_7,It said so on a paper.,incorrect
44,refAns_1,The crystals were square with Xs on the surface.,stuAns_1_8,Because it was at it because we had a chart that could tell us that.,incorrect
45,refAns_1,The crystals were square with Xs on the surface.,stuAns_1_9,They looked like salt.,incorrect
46,refAns_1,The crystals were square with Xs on the surface.,stuAns_1_10,We got a sheet with different kinds of crystals. So I looked for the same picture like the crystal and it said Kosher salt.,correct
47,refAns_1,The crystals were square with Xs on the surface.,stuAns_1_11,The teacher told us.,incorrect
48,refAns_1,The crystals were square with Xs on the surface.,stuAns_1_12,Because salt is made up of little crystals.,incorrect
49,refAns_1,The crystals were square with Xs on the surface.,stuAns_1_13,Because salt look like little pieces of a crystal.,incorrect
50,refAns_1,The crystals were square with Xs on the surface.,stuAns_1_14,I knew because they were shaped like kosher salt.,correct
51,refAns_1,The crystals were square with Xs on the surface.,stuAns_1_15,I knew the crystals were salt by the movie we watched.,incorrect
52,refAns_1,The crystals were square with Xs on the surface.,stuAns_1_16,Because flour does not turn into crystals.,incorrect
53,refAns_1,The crystals were square with Xs on the surface.,stuAns_1_17,Because salt is a crystal.,incorrect
54,refAns_1,The crystals were square with Xs on the surface.,stuAns_1_18,"Because it has a X in the middle, and salt was in it.",incorrect
55,refAns_1,The crystals were square with Xs on the surface.,stuAns_1_19,The crystals are kosher salt and kosher salt is salt!,incorrect
56,refAns_1,The crystals were square with Xs on the surface.,stuAns_1_20,By looking at the crystal identification sheet.,incorrect
57,refAns_1,The crystals were square with Xs on the surface.,stuAns_1_21,Because we measured them.,incorrect
58,refAns_1,The crystals were square with Xs on the surface.,stuAns_1_22,Because it was so shiny.,incorrect
59,refAns_1,The crystals were square with Xs on the surface.,stuAns_1_23,They were powdery.,incorrect
60,refAns_1,The crystals were square with Xs on the surface.,stuAns_1_24,Because there were little shining things inside and I knew it was salt.,incorrect
61,refAns_1,The crystals were square with Xs on the surface.,stuAns_1_25,Because we learned it because it was white that is how we knew.,incorrect
62,refAns_1,The crystals were square with Xs on the surface.,stuAns_1_26,I would know that the crystals were salt is the way how it looks.,incorrect
63,refAns_1,The crystals were square with Xs on the surface.,stuAns_1_27,We poured the water we left it alone for 2 days and they dry up.,incorrect
64,refAns_1,The crystals were square with Xs on the surface.,stuAns_1_28,After the water dried we noticed it was Kosher salt.,incorrect
65,refAns_1,The crystals were square with Xs on the surface.,stuAns_1_29,By breaking the rock.,incorrect
66,refAns_1,The crystals were square with Xs on the surface.,stuAns_1_30,Because it tastes like salt.,incorrect
67,refAns_1,The crystals were square with Xs on the surface.,stuAns_1_31,Because crystals are a kind of salt.,incorrect
68,refAns_1,The crystals were square with Xs on the surface.,stuAns_1_32,I looked at them really closely and they looked like crystals and diamonds.,correct
69,refAns_1,The crystals were square with Xs on the surface.,stuAns_1_33,Because we looked in the magnifying glass.,incorrect
70,refAns_1,The crystals were square with Xs on the surface.,stuAns_1_34,I knew the crystals were salt because of the patterns and shapes.,correct
71,refAns_1,The crystals were square with Xs on the surface.,stuAns_1_35,I looked at the chart.,incorrect
72,refAns_2,Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,stuAns_2_0,Topaz is harder because it would be all no on the chart.,incorrect
73,refAns_2,Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,stuAns_2_1,Topaz is harder. Because topaz is the hardest birthstone.,incorrect
74,refAns_2,Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,stuAns_2_2,"Topaz is hard because you cannot scratch it with penny, fingernail or a paperclip.",correct
75,refAns_2,Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,stuAns_2_3,M to Z is harder than mineral X and Y.,incorrect
76,refAns_2,Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,stuAns_2_4,It is harder than X Y Z because we read about it this morning.,incorrect
77,refAns_2,Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,stuAns_2_5,It is harder than them.,incorrect
78,refAns_2,Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,stuAns_2_6,"It is harder than minerals X, Y, and Z because it cannot be scratched by either one.",correct
79,refAns_2,Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,stuAns_2_7,A topaz is compared to Z because it cannot be scratched with 2 thirds things. Y is all the opposite of topaz. X cannot be scratched with one third of a topaz cannot be scratched.,incorrect
80,refAns_2,Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,stuAns_2_8,The Topaz is the first hardest mineral out of the 3 on the chart.,incorrect
81,refAns_2,Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,stuAns_2_9,"Topaz is harder than all of them. It is just barely harder than Z, way harder than Y, and pretty harder than X.",incorrect
82,refAns_2,Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,stuAns_2_10,"Topaz is harder than X, Y, and Z because Topaz cannot be scratched by a fingernail, a penny, or a paperclip so it is the hardest.",correct
83,refAns_2,Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,stuAns_2_11,"Tied with mineral Y because they are both yes, yes, and yes.",incorrect
84,refAns_2,Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,stuAns_2_12,"Topaz would be all no's compared the minerals X, Y, and Z because topaz is one of the scratch free minerals.",incorrect
85,refAns_2,Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,stuAns_2_13,"Topaz is harder than minerals X, Y, and Z because Topaz cannot be scratched by a fingernail, penny or a paperclip. So it is harder.",correct
86,refAns_2,Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,stuAns_2_14,"It is a soft rock Z, I think it is the same as Y because they can both be scratched by everything. It is little bit hard to X.",incorrect
87,refAns_2,Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,stuAns_2_15,"Topaz is harder than X, Y, and Z because it cannot be scratched by a fingernail, a laser, or a paperclip.",correct
88,refAns_2,Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,stuAns_2_16,Topaz is the hardest out of all minerals because it did not get scratched by any tool.,correct
89,refAns_2,Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,stuAns_2_17,Like steel if you rub them and if it does not scratch.,incorrect
90,refAns_2,Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,stuAns_2_18,It is harder than all of the other minerals because it cannot get scratched by none of the scratching materials and all the other minerals can get scratched at least one time.,correct
91,refAns_2,Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,stuAns_2_19,"It is harder than X, Y, Z. I know it is harder than X, Y, and Z because nothing can scratch it.",correct
92,refAns_2,Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,stuAns_2_20,"Minerals X has 2 of them in a paperclip and penny. And the Y, Z and the minerals Y is the hardest in it.",incorrect
93,refAns_2,Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,stuAns_2_21,It is the hardest because it cannot be scratched by any of them and the others can be scratched with at least one of the minerals.,correct
94,refAns_2,Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,stuAns_2_22,Mineral Z can scratch topaz because mineral Z cannot be scratched by a penny or a fingernail but it can get scratched by a paperclip.,incorrect
95,refAns_2,Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,stuAns_2_23,"It is so strong that minerals X, Y, Z cannot break it.",incorrect
96,refAns_2,Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,stuAns_2_24,I know because when you break a rock that is when you know it is hard or not hard.,incorrect
97,refAns_2,Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,stuAns_2_25,"How it is compared to X, Y, and Z is that the finger and the penny cannot scratch mineral X and Z.",incorrect
98,refAns_2,Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,stuAns_2_26,I know it is Z because it has one yes and 2 no's.,incorrect
99,refAns_2,Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,stuAns_2_27,"Mineral Z cannot be scratched by penny, fingernail, and paperclip. Topaz cannot be scratched by anything.",incorrect
100,refAns_2,Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,stuAns_2_28,"Topaz has to have X, Y, Z as minerals.",incorrect
101,refAns_2,Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,stuAns_2_29,Because it is harder.,incorrect
102,refAns_2,Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,stuAns_2_30,I know because a fingernail cannot be scratched the most.,incorrect
103,refAns_2,Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,stuAns_2_31,"Topaz is the hardest because none of them can scratch it but at least one them can scratch X, Y, Z.",correct
104,refAns_2,Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,stuAns_2_32,Topaz would be the hardest because none of the tools could scratch it and at least one tool.,correct
105,refAns_2,Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,stuAns_2_33,Topaz would be hardest because none of the tools could scratch it and at least one tool could scratch X Y Z.,correct
106,refAns_2,Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,stuAns_2_34,It would be the hardest because none of the tools could scratch it.,correct
107,refAns_2,Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.,stuAns_2_35,"Topaz would be hardest because none of the tools could scratch it and at least one tool could scratch X, Y, and Z.",correct
108,refAns_3,Rub the minerals together and see which one scratches the other.,stuAns_3_0,She can do a scratch test and see which one is harder.,incorrect
109,refAns_3,Rub the minerals together and see which one scratches the other.,stuAns_3_1,Scratch one against the other.,correct
110,refAns_3,Rub the minerals together and see which one scratches the other.,stuAns_3_2,Rub them together.,incorrect
111,refAns_3,Rub the minerals together and see which one scratches the other.,stuAns_3_3,By scratching them.,incorrect
112,refAns_3,Rub the minerals together and see which one scratches the other.,stuAns_3_4,Rubbing them together.,incorrect
113,refAns_3,Rub the minerals together and see which one scratches the other.,stuAns_3_5,Scratch them together.,correct
114,refAns_3,Rub the minerals together and see which one scratches the other.,stuAns_3_6,Scratch them against each other.,correct
115,refAns_3,Rub the minerals together and see which one scratches the other.,stuAns_3_7,Use her fingernail.,incorrect
116,refAns_3,Rub the minerals together and see which one scratches the other.,stuAns_3_8,A rock scratch.,incorrect
117,refAns_3,Rub the minerals together and see which one scratches the other.,stuAns_3_9,Use your fingernail.,incorrect
118,refAns_3,Rub the minerals together and see which one scratches the other.,stuAns_3_10,Scratch the 2 together.,correct
119,refAns_3,Rub the minerals together and see which one scratches the other.,stuAns_3_11,Scratch one against the other.,correct
120,refAns_3,Rub the minerals together and see which one scratches the other.,stuAns_3_12,She can use her nail and penny.,incorrect
121,refAns_3,Rub the minerals together and see which one scratches the other.,stuAns_3_13,Scratch them together.,correct
122,refAns_3,Rub the minerals together and see which one scratches the other.,stuAns_3_14,Georgia could rub them together.,incorrect
123,refAns_3,Rub the minerals together and see which one scratches the other.,stuAns_3_15,Scratch them together.,correct
124,refAns_3,Rub the minerals together and see which one scratches the other.,stuAns_3_16,Scratch the minerals together.,correct
125,refAns_3,Rub the minerals together and see which one scratches the other.,stuAns_3_17,From scratching with another minerals.,incorrect
126,refAns_3,Rub the minerals together and see which one scratches the other.,stuAns_3_18,She can scratch them together and the one with the mark is the soft one.,correct
127,refAns_3,Rub the minerals together and see which one scratches the other.,stuAns_3_19,She can scratch it together and look and see which leave a scratch.,correct
128,refAns_3,Rub the minerals together and see which one scratches the other.,stuAns_3_20,She could rub them together.,incorrect
129,refAns_3,Rub the minerals together and see which one scratches the other.,stuAns_3_21,Georgia could rub them together.,correct
130,refAns_3,Rub the minerals together and see which one scratches the other.,stuAns_3_22,She could rub them together.,incorrect
131,refAns_3,Rub the minerals together and see which one scratches the other.,stuAns_3_23,Scratch the 2 rocks together.,correct
132,refAns_3,Rub the minerals together and see which one scratches the other.,stuAns_3_24,By rubbing them together and touching them.,incorrect
133,refAns_3,Rub the minerals together and see which one scratches the other.,stuAns_3_25,With her nail.,incorrect
134,refAns_3,Rub the minerals together and see which one scratches the other.,stuAns_3_26,Rub them together.,correct
135,refAns_3,Rub the minerals together and see which one scratches the other.,stuAns_3_27,Rub them together.,incorrect
136,refAns_3,Rub the minerals together and see which one scratches the other.,stuAns_3_28,Rubbing them together.,incorrect
137,refAns_3,Rub the minerals together and see which one scratches the other.,stuAns_3_29,"She can rub them together and switch, if there is a mark on it and it goes away, it is hard.",correct
138,refAns_3,Rub the minerals together and see which one scratches the other.,stuAns_3_30,Rub them together to see if scratch the other.,correct
139,refAns_3,Rub the minerals together and see which one scratches the other.,stuAns_3_31,Rub them together.,incorrect
140,refAns_3,Rub the minerals together and see which one scratches the other.,stuAns_3_32,"Rub them together, see which will scratch the other.",correct
141,refAns_3,Rub the minerals together and see which one scratches the other.,stuAns_3_33,Rub them together and see if you can scratch it harder.,correct
142,refAns_3,Rub the minerals together and see which one scratches the other.,stuAns_3_34,Rub them together and see if one scratches the other.,correct
143,refAns_3,Rub the minerals together and see which one scratches the other.,stuAns_3_35,Rub them to see if one scratches the other.,correct
144,refAns_4,"The harder mineral will leave a scratch on the less hard mineral. If the black mineral is harder, the brown mineral will have a scratch.",stuAns_4_0,Because whichever one scratches is the hardest.,correct
145,refAns_4,"The harder mineral will leave a scratch on the less hard mineral. If the black mineral is harder, the brown mineral will have a scratch.",stuAns_4_1,Which one makes a deeper scratch.,correct
146,refAns_4,"The harder mineral will leave a scratch on the less hard mineral. If the black mineral is harder, the brown mineral will have a scratch.",stuAns_4_2,The other one that did not break is the hardest.,incorrect
147,refAns_4,"The harder mineral will leave a scratch on the less hard mineral. If the black mineral is harder, the brown mineral will have a scratch.",stuAns_4_3,See which one scratched the other.,correct
148,refAns_4,"The harder mineral will leave a scratch on the less hard mineral. If the black mineral is harder, the brown mineral will have a scratch.",stuAns_4_4,"One will scratch the other one. She should rub the scratch, too. That way she knows if it is a scratch or dust from the other mineral.",correct
149,refAns_4,"The harder mineral will leave a scratch on the less hard mineral. If the black mineral is harder, the brown mineral will have a scratch.",stuAns_4_5,First you take the black mineral and rub it against the brown mineral. Then see if you can wipe off the mark and if you can the brown one is harder and if you cannot the black one is harder.,correct
150,refAns_4,"The harder mineral will leave a scratch on the less hard mineral. If the black mineral is harder, the brown mineral will have a scratch.",stuAns_4_6,"She can rub the scratch. If it goes away, the black one is harder. If it stays there, the brown one is harder.",correct
151,refAns_4,"The harder mineral will leave a scratch on the less hard mineral. If the black mineral is harder, the brown mineral will have a scratch.",stuAns_4_7,The one with scratches or deeper scratches is weaker and the other rock is harder.,correct
152,refAns_4,"The harder mineral will leave a scratch on the less hard mineral. If the black mineral is harder, the brown mineral will have a scratch.",stuAns_4_8,When she rubs them together and the other one breaks the one that did not break is the hardest.,incorrect
153,refAns_4,"The harder mineral will leave a scratch on the less hard mineral. If the black mineral is harder, the brown mineral will have a scratch.",stuAns_4_9,Because it will break.,incorrect
154,refAns_4,"The harder mineral will leave a scratch on the less hard mineral. If the black mineral is harder, the brown mineral will have a scratch.",stuAns_4_10,Scratch test.,incorrect
155,refAns_4,"The harder mineral will leave a scratch on the less hard mineral. If the black mineral is harder, the brown mineral will have a scratch.",stuAns_4_11,The harder mineral will scratch the color off of the softer one.,correct
156,refAns_4,"The harder mineral will leave a scratch on the less hard mineral. If the black mineral is harder, the brown mineral will have a scratch.",stuAns_4_12,The one that make a mark. She should also see if stuff comes off when she scratches it.,correct
157,refAns_4,"The harder mineral will leave a scratch on the less hard mineral. If the black mineral is harder, the brown mineral will have a scratch.",stuAns_4_13,If she does scratch one on the other and one gets a mark that you can to rub off. Then you know the other one is harder.,correct
158,refAns_4,"The harder mineral will leave a scratch on the less hard mineral. If the black mineral is harder, the brown mineral will have a scratch.",stuAns_4_14,A penny.,incorrect
159,refAns_4,"The harder mineral will leave a scratch on the less hard mineral. If the black mineral is harder, the brown mineral will have a scratch.",stuAns_4_15,The one with a scratch.,incorrect
160,refAns_4,"The harder mineral will leave a scratch on the less hard mineral. If the black mineral is harder, the brown mineral will have a scratch.",stuAns_4_16,The mineral with no scratch is the hardest because the other one could not scratch it.,correct
161,refAns_4,"The harder mineral will leave a scratch on the less hard mineral. If the black mineral is harder, the brown mineral will have a scratch.",stuAns_4_17,The one that scratches the other.,correct
162,refAns_4,"The harder mineral will leave a scratch on the less hard mineral. If the black mineral is harder, the brown mineral will have a scratch.",stuAns_4_18,Whichever one gets scratched is the softest.,correct
163,refAns_4,"The harder mineral will leave a scratch on the less hard mineral. If the black mineral is harder, the brown mineral will have a scratch.",stuAns_4_19,Whichever one got scratched.,incorrect
164,refAns_4,"The harder mineral will leave a scratch on the less hard mineral. If the black mineral is harder, the brown mineral will have a scratch.",stuAns_4_20,Scratch them together.,correct
165,refAns_4,"The harder mineral will leave a scratch on the less hard mineral. If the black mineral is harder, the brown mineral will have a scratch.",stuAns_4_21,Whichever one that has more scratches.,incorrect
166,refAns_4,"The harder mineral will leave a scratch on the less hard mineral. If the black mineral is harder, the brown mineral will have a scratch.",stuAns_4_22,Because maybe something will come off.,incorrect
167,refAns_4,"The harder mineral will leave a scratch on the less hard mineral. If the black mineral is harder, the brown mineral will have a scratch.",stuAns_4_23,The one that does not break.,incorrect
168,refAns_4,"The harder mineral will leave a scratch on the less hard mineral. If the black mineral is harder, the brown mineral will have a scratch.",stuAns_4_24,By rubbing them together whichever one the chalky stuff comes off of is the hardness.,incorrect
169,refAns_4,"The harder mineral will leave a scratch on the less hard mineral. If the black mineral is harder, the brown mineral will have a scratch.",stuAns_4_25,The skin of the saltiest will come off.,incorrect
170,refAns_4,"The harder mineral will leave a scratch on the less hard mineral. If the black mineral is harder, the brown mineral will have a scratch.",stuAns_4_26,The one that does not have a scratch.,correct
171,refAns_4,"The harder mineral will leave a scratch on the less hard mineral. If the black mineral is harder, the brown mineral will have a scratch.",stuAns_4_27,The one who resists is the hardest.,incorrect
172,refAns_4,"The harder mineral will leave a scratch on the less hard mineral. If the black mineral is harder, the brown mineral will have a scratch.",stuAns_4_28,Because she can touch and see which is hard.,incorrect
173,refAns_4,"The harder mineral will leave a scratch on the less hard mineral. If the black mineral is harder, the brown mineral will have a scratch.",stuAns_4_29,If you see a mark that does not mean it is the softest. If it is pushed in that means it is the softest and the harder one there is nothing.,correct
174,refAns_4,"The harder mineral will leave a scratch on the less hard mineral. If the black mineral is harder, the brown mineral will have a scratch.",stuAns_4_30,The one with a scratch is not the hardest so the other mineral must be hardest.,correct
175,refAns_4,"The harder mineral will leave a scratch on the less hard mineral. If the black mineral is harder, the brown mineral will have a scratch.",stuAns_4_31,The one that crumbles the most.,incorrect
176,refAns_4,"The harder mineral will leave a scratch on the less hard mineral. If the black mineral is harder, the brown mineral will have a scratch.",stuAns_4_32,The harder mineral will leave a scratch on the less hard mineral.,correct
177,refAns_4,"The harder mineral will leave a scratch on the less hard mineral. If the black mineral is harder, the brown mineral will have a scratch.",stuAns_4_33,The harder will leave a scratch on the less hard mineral.,correct
178,refAns_4,"The harder mineral will leave a scratch on the less hard mineral. If the black mineral is harder, the brown mineral will have a scratch.",stuAns_4_34,The harder mineral will leave a scratch on the less hard mineral.,correct
179,refAns_4,"The harder mineral will leave a scratch on the less hard mineral. If the black mineral is harder, the brown mineral will have a scratch.",stuAns_4_35,The harder will leave a scratch on the other.,correct
180,refAns_5,"Put acid on a rock. If the acid fizzes, Phil would know that the rock has calcite.",stuAns_5_0,"He should put a rock and vinegar into a vial and if the rock has calcite, the water will turn murky.",incorrect
181,refAns_5,"Put acid on a rock. If the acid fizzes, Phil would know that the rock has calcite.",stuAns_5_1,Cold pour in cup.,incorrect
182,refAns_5,"Put acid on a rock. If the acid fizzes, Phil would know that the rock has calcite.",stuAns_5_2,"Put part of the broken rock in the cup. Then add vinegar. If it starts bubbling a lot, it has calcite.",correct
183,refAns_5,"Put acid on a rock. If the acid fizzes, Phil would know that the rock has calcite.",stuAns_5_3,"He should put a mock rock in a cup of vinegar, and if there is bubbles there is calcite.",correct
184,refAns_5,"Put acid on a rock. If the acid fizzes, Phil would know that the rock has calcite.",stuAns_5_4,"Put the water in the vial and put the calcite in, if the water starts getting murky and bubbles float to the top there is calcite.",incorrect
185,refAns_5,"Put acid on a rock. If the acid fizzes, Phil would know that the rock has calcite.",stuAns_5_5,First find calcite put it in a vial. Second put vinegar in and let it sit. Third pour out the vinegar.,incorrect
186,refAns_5,"Put acid on a rock. If the acid fizzes, Phil would know that the rock has calcite.",stuAns_5_6,He should put the rock or mineral in a cup and pour vinegar and if it bubble then it calcite.,correct
187,refAns_5,"Put acid on a rock. If the acid fizzes, Phil would know that the rock has calcite.",stuAns_5_7,Because vinegar is cold acid is very into now.,incorrect
188,refAns_5,"Put acid on a rock. If the acid fizzes, Phil would know that the rock has calcite.",stuAns_5_8,Phil should put the rock in the vial. Then put vinegar in then look for a lot of bubble then put in cold acid in to wait for a few days.,correct
189,refAns_5,"Put acid on a rock. If the acid fizzes, Phil would know that the rock has calcite.",stuAns_5_9,He should put it in a vial with vinegar and then drop only the vinegar on later and when it is done there should be white crystals.,incorrect
190,refAns_5,"Put acid on a rock. If the acid fizzes, Phil would know that the rock has calcite.",stuAns_5_10,He would observe the calcite. Look for calcite in rocks. And then when you think you found it put it in the water.,incorrect
191,refAns_5,"Put acid on a rock. If the acid fizzes, Phil would know that the rock has calcite.",stuAns_5_11,He should put a rock in vinegar and look at it. If it bubbles it has calcite in it. That is what he should do.,correct
192,refAns_5,"Put acid on a rock. If the acid fizzes, Phil would know that the rock has calcite.",stuAns_5_12,Put the rocks in a vial and see if they bubble.,incorrect
